date;source;target
20/11/2007;AGTB;CENA
27/12/2007;HAGA;NISP
25/10/2007;CENA;PINB
04/10/2007;PINB;CHAS
02/10/2007;CENA;BSMD
26/11/2007;NISP;VICT
14/12/2007;BICN;CNBA
16/11/2007;BNIN;SYBB
20/11/2007;CENA;GNES
14/11/2007;ABNA;AWAN
24/10/2007;BBBA;BUMI
10/10/2007;PINB;CNBA
03/12/2007;ATJS;BNIN
30/11/2007;NISP;ABNA
26/11/2007;MAYA;NISP
30/11/2007;BDIN;RABO
20/11/2007;BDIP;CITI
01/11/2007;DEUT;BDIN
22/10/2007;MASD;MEGA
05/10/2007;BRIN;BOTK
06/11/2007;BNIA;BDIN
07/11/2007;CHAS;GNES
11/10/2007;SUNI;NISP
14/12/2007;CENA;ABNA
31/10/2007;ABNA;PINB
26/10/2007;PINB;AWAN
30/10/2007;BUST;CENA
10/10/2007;BRIN;PDJM
05/10/2007;BEXI;BNIA
18/12/2007;WIKE;SCBL
08/11/2007;MEGA;IBBK
28/12/2007;BDIN;PDRI
14/11/2007;ATJS;MEDH
29/10/2007;IBBK;MEDH
25/10/2007;PDJB;BTAN
18/12/2007;BSMD;BBUK
18/12/2007;MASD;SCBL
23/11/2007;MEGA;HSBC
21/11/2007;DEUT;PINB
29/10/2007;SYHS;HSBC
19/11/2007;BBBA;SITB
19/11/2007;BBIJ;EKON
13/11/2007;ABNA;EKON
30/11/2007;BNPA;MUAB
08/10/2007;CENA;CHAS
09/11/2007;SCBL;BICN
11/10/2007;BDIN;PDIJ
26/10/2007;BMRI;LIPB
14/12/2007;NISP;PDJG
11/10/2007;BRIN;PDJT
26/11/2007;BMRI;HAGA
29/10/2007;SITB;LIPB
09/10/2007;ABNA;DEUT
03/10/2007;BBBA;BDIN
24/12/2007;BBIJ;NISP
27/11/2007;MEGA;DBSB
24/12/2007;BNIN;PDRI
14/12/2007;BSMD;ABNA
07/11/2007;JSAB;CENA
11/10/2007;SUNI;CITI
03/10/2007;PDLP;BMRI
11/12/2007;BRIN;ARNK
09/11/2007;CENA;IBBK
19/12/2007;BBBA;CITI
17/12/2007;BRIN;DEUT
07/11/2007;BNIN;CITI
02/10/2007;CITI;BBUK
09/11/2007;CENA;BBBA
26/10/2007;RABO;CENA
03/12/2007;MASD;IBBK
03/12/2007;MAYO;RABO
19/10/2007;MEGA;PDJG
11/10/2007;BNIN;CENA
19/12/2007;BDKI;BMRI
13/12/2007;PDKT;BDIN
04/10/2007;ANZB;BRIN
29/11/2007;ARNK;BDIN
08/10/2007;BNIN;ABAL
06/11/2007;PDKS;PDKT
23/10/2007;DBSB;EKON
01/10/2007;KOEX;NISP
09/11/2007;BMRI;YUDB
29/10/2007;BBUK;MEGA
20/11/2007;BMRI;BNIA
17/10/2007;BDKI;BSMD
11/12/2007;BRIN;BBBA
27/12/2007;NISP;IBBK
23/11/2007;BBIJ;DEUT
01/10/2007;BICN;CITI
26/12/2007;JSAB;BBBA
23/11/2007;CTCB;BBUK
24/10/2007;BUMI;BMRI
02/11/2007;BCIA;BMRI
06/12/2007;MEGA;SWBA
06/12/2007;BDIN;BDIP
24/10/2007;ABNA;BTAN
10/12/2007;TAPE;DEUT
21/11/2007;CENA;ANZB
06/11/2007;SYNA;BMRI
13/12/2007;EKON;MEDH
24/10/2007;MCOR;BCIA
18/12/2007;MEGA;CENA
17/12/2007;SUNI;BNIA
05/11/2007;CTCB;PINB
11/12/2007;ABAL;SIHB
02/10/2007;SCBL;KSEI
08/10/2007;HSBC;BNIA
09/11/2007;ROYB;HMOB
05/11/2007;ABAL;CTCB
21/11/2007;PINB;BUST
06/11/2007;BBIJ;DBSB
07/11/2007;BDKI;PINB
12/12/2007;NISP;DBSB
27/12/2007;IBBK;SCBL
03/12/2007;SDOB;MUAB
05/11/2007;MCOR;BNIN
05/12/2007;BDIN;CENA
05/12/2007;BNIN;PDNT
28/12/2007;PDWU;LIPB
09/11/2007;BBBA;BEXI
27/11/2007;BNIA;ARTG
29/10/2007;DEUT;MEDH
02/10/2007;BRIN;NUPA
08/11/2007;SCBL;BMRI
26/12/2007;BHAG;BNIN
27/12/2007;SITB;MEGA
27/12/2007;BRIN;BBUK
09/10/2007;HSBC;IBBK
19/12/2007;IBBK;SCBL
17/12/2007;BBIJ;ATJS
06/11/2007;BMRI;SCBL
11/12/2007;SUNI;BNIN
07/12/2007;BMRI;CHAS
06/12/2007;BRIN;BUMI
19/11/2007;BRIN;SYJB
09/11/2007;BBBA;BBIJ
05/11/2007;ANTD;BMRI
26/11/2007;EKON;HSBC
22/10/2007;CENA;HSBC
27/11/2007;VICT;INPB
11/12/2007;ABNA;BUMI
18/12/2007;SWBA;CENA
29/11/2007;MAYA;PDJB
01/10/2007;YUDB;KSEB
10/12/2007;HSBC;PINB
15/11/2007;BMRI;MEGA
26/10/2007;PDWU;BBUK
21/12/2007;LMAN;CENA
28/12/2007;PDKT;CENA
14/11/2007;CHAS;LIPB
19/12/2007;VICT;BNIN
13/12/2007;MEEK;BMRI
08/10/2007;BSSP;ATJS
11/10/2007;NISP;LIPB
10/10/2007;BBUK;PINB
05/12/2007;BNIA;BEXI
28/11/2007;BSMD;IBBK
03/12/2007;BOFA;ANZB
15/11/2007;PDJM;PDSB
11/10/2007;BMRI;MAYA
19/11/2007;BMRI;TAPE
10/12/2007;ATJS;AGTB
26/10/2007;BBIJ;HSBC
10/10/2007;NUPA;SCBL
03/10/2007;BRIN;BBIJ
13/11/2007;PDBK;BDKI
18/10/2007;HSBC;DEUT
21/12/2007;ABAL;PDJG
07/12/2007;DEUT;MEGA
30/11/2007;DEUT;RABO
02/11/2007;PDRI;BDIN
03/10/2007;SUNI;BMRI
02/10/2007;BRIN;CICT
07/11/2007;PDAC;ATJS
16/11/2007;BMRI;PDSU
17/12/2007;PDRI;BBIJ
10/10/2007;BBIJ;SCBL
09/10/2007;PDWR;SYWS
06/11/2007;BMRI;PINB
23/10/2007;MCOR;BDIN
31/10/2007;SWBA;BBBA
25/10/2007;IBBK;MEGA
10/12/2007;BNIN;PDNB
05/11/2007;BTAN;BNIA
18/12/2007;SYBT;BMRI
14/11/2007;BBBA;BCIA
12/11/2007;CENA;AGSS
09/10/2007;DEUT;VICT
11/10/2007;GNES;ATJS
26/11/2007;CENA;DBSB
27/11/2007;PDJM;BNIN
30/10/2007;BRIN;ANZB
30/10/2007;DBSB;BEXI
05/11/2007;SUNI;PINB
09/10/2007;EKON;BMRI
05/11/2007;IBBK;CITI
13/11/2007;MAYA;BNIN
07/11/2007;BBUK;BSMD
19/12/2007;BNIN;AGSS
03/12/2007;BDIN;BBUK
27/11/2007;BUTG;BMRI
04/10/2007;BBUK;MASD
24/10/2007;BMRI;PDNT
02/10/2007;BARC;CENA
15/11/2007;NISP;BDIP
23/11/2007;BOTK;DEUT
13/12/2007;BNIN;EKST
04/10/2007;CITI;CENA
10/12/2007;BBBA;BMRI
23/10/2007;PDML;IBBK
14/11/2007;PINB;YUDB
05/11/2007;TAPE;MASD
10/12/2007;PDSB;LIPB
17/10/2007;EKST;MEGA
11/10/2007;CITI;SCBL
20/11/2007;BNIN;HAGA
14/12/2007;PDRI;BBBA
15/11/2007;DEUT;SCBL
05/11/2007;ROYB;BBUK
13/11/2007;BNIN;LOMA
04/10/2007;BBIJ;BNIN
18/12/2007;BBBA;BSSP
05/12/2007;BMRI;PDRI
26/12/2007;ANZB;CICT
18/12/2007;SCBL;BMRI
26/12/2007;ARNK;CITI
21/11/2007;BRIN;PDRI
30/10/2007;BRIN;BOTK
29/10/2007;BNIN;BEXI
30/11/2007;TAPE;PDJG
26/12/2007;BMRI;BRIN
08/10/2007;BNIN;ARTG
06/11/2007;BPIA;MEGA
14/11/2007;BMRI;NISP
18/12/2007;NISP;BBBA
26/11/2007;CENA;DEUT
23/10/2007;SYBR;BRIN
18/12/2007;BBUK;PDRI
27/11/2007;BMRI;DEUT
24/10/2007;BMRI;JSAB
26/11/2007;PDSB;BRIN
11/10/2007;IBBK;BBBA
14/12/2007;BDIN;BMRI
05/10/2007;BBIJ;DBSB
25/10/2007;BMRI;HSBC
19/12/2007;PDKS;ATJS
30/11/2007;BRIN;PDBK
27/12/2007;ATJS;ATOS
02/10/2007;INPB;ATJS
26/11/2007;DBSB;CITI
08/11/2007;BRIN;SITB
27/12/2007;NUPA;ATJS
10/10/2007;ATJS;IBBK
09/10/2007;NISP;BRIN
14/11/2007;PDML;CENA
22/11/2007;BMRI;BPIA
19/11/2007;CHAS;AEIB
26/12/2007;BCIA;BNIA
15/11/2007;FUJI;BKKB
30/11/2007;BNIN;BSSP
23/11/2007;PDKS;CITI
19/10/2007;CENA;MEGA
04/10/2007;ANTD;BMRI
03/10/2007;BBUK;RIPA
08/10/2007;NISP;CENA
07/11/2007;BMRI;SWBA
15/11/2007;BSSP;BSMD
05/11/2007;CENA;ABAL
19/10/2007;BBBA;IBBK
14/12/2007;RABO;EKON
14/12/2007;BNIA;BOTK
30/11/2007;PDKT;LIPB
19/11/2007;MEGA;SWBA
21/11/2007;IBBK;VICT
16/11/2007;CENA;RABO
01/10/2007;BBBA;BBIJ
17/12/2007;BRIN;PDIJ
30/11/2007;HSBC;CICT
16/11/2007;MEGA;DEUT
24/12/2007;BNIN;BDIN
17/10/2007;CITI;NISP
31/10/2007;EKON;CTCB
02/10/2007;BNIN;EKON
08/11/2007;CENA;BDKI
15/11/2007;BMRI;CTCB
19/12/2007;PDKT;PDJT
10/12/2007;ATJS;PDNT
02/10/2007;ABAL;BNIA
29/10/2007;CITI;ANZB
06/11/2007;HRDA;BIDX
24/12/2007;BDIN;NUPA
08/11/2007;BOTK;PINB
26/12/2007;SCBL;BOTK
15/11/2007;ABNA;BNIA
02/10/2007;AGTB;BBIJ
23/10/2007;BICN;PINB
22/11/2007;ABAL;BDIN
13/11/2007;BBAI;EKON
08/11/2007;BPIA;EKST
30/11/2007;EKON;MEDH
03/10/2007;BBIJ;BMRI
04/12/2007;IBBK;BRIN
07/12/2007;NISP;DBSB
15/11/2007;AWAN;BICN
11/12/2007;PDSU;BNIA
24/10/2007;DEUT;EKON
19/12/2007;NISP;BBUK
04/12/2007;CENA;BMRI
02/10/2007;IBBK;LIPB
04/12/2007;WIKE;IBBK
17/10/2007;CITI;CENA
06/11/2007;ABAL;BRIN
15/11/2007;BIDX;WIKE
08/11/2007;BMRI;ATOS
02/11/2007;PDJB;IBBK
12/11/2007;CENA;MEGA
24/10/2007;BCIA;IBBK
30/10/2007;KOEX;LIPB
13/11/2007;BMRI;BNIN
06/11/2007;BARC;BUMI
28/12/2007;BDIN;GNES
02/11/2007;BNIA;BOTK
24/12/2007;ATJS;BSDR
21/12/2007;PDSB;ATJS
21/11/2007;HNBN;BARC
17/10/2007;PDNB;MUAB
30/10/2007;BNIN;PDLP
06/11/2007;DEUT;ANZB
06/11/2007;CENA;PDJB
23/10/2007;PINB;BICN
08/10/2007;ARTG;ARNK
04/12/2007;CNBA;BMRI
28/11/2007;BOFA;CENA
04/10/2007;PDWG;CENA
01/10/2007;WIKE;NISP
27/11/2007;BSMD;BDIN
20/11/2007;HSBC;SCBL
26/10/2007;FUJI;SUNI
17/10/2007;HSBC;BMRI
03/10/2007;HSBC;EKON
05/12/2007;PDJG;PDSU
06/12/2007;BNIA;MEGA
11/10/2007;DBSB;BBIJ
05/12/2007;BMRI;EKST
22/11/2007;HAGA;MGAB
10/10/2007;BDKI;BRIN
01/10/2007;PINB;PDKB
27/11/2007;SYDI;MUAB
08/10/2007;PDAC;BBBA
05/12/2007;BNIA;BTAN
08/10/2007;BDIN;NUPA
22/11/2007;EKON;SITB
03/12/2007;BMRI;TAPE
05/11/2007;EKON;VICT
21/12/2007;SYBD;BMRI
19/12/2007;BNIN;LMAN
13/12/2007;SUNI;BDIN
09/11/2007;BBUK;CICT
02/11/2007;NISP;BDIN
06/11/2007;BOTK;BRIN
06/12/2007;BDKI;PDYK
23/10/2007;ABNA;SCBL
20/11/2007;BNIN;BOTK
09/10/2007;CTCB;BDIN
02/10/2007;BNIA;MEGA
04/12/2007;BMRI;BDKI
20/11/2007;OCBC;ABNA
29/11/2007;IBBK;BBIJ
20/11/2007;ANTD;LIPB
19/10/2007;BKKB;GNES
12/12/2007;BNIA;ATJS
03/12/2007;BBIJ;CITI
06/11/2007;LIPB;OCBC
12/11/2007;BBUK;SDOB
19/11/2007;PDKT;BBUK
19/11/2007;PDWU;PDKT
05/12/2007;MAYO;BBIJ
23/10/2007;BBIJ;SITB
17/12/2007;PDKS;PINB
12/12/2007;BMRI;IDMO
09/10/2007;BMRI;PINB
19/12/2007;CITI;BRIN
23/11/2007;PDSB;BBUK
07/12/2007;SCBL;IBBK
13/11/2007;BDIP;CICT
22/11/2007;LIPB;PDJG
17/12/2007;BBBA;LIPB
04/10/2007;CHAS;DEUT
30/11/2007;BNIA;ABAL
13/12/2007;BNIA;BBAI
07/12/2007;PINB;ATJS
11/10/2007;BMRI;MAYA
14/12/2007;DBSB;HVBK
08/10/2007;ARNK;MEGA
18/12/2007;GNES;FUJI
31/10/2007;VICT;MEGA
26/11/2007;PDJB;BMRI
08/10/2007;YUDB;BNIA
06/11/2007;BMRI;AGTB
29/11/2007;SCBL;IBBK
10/10/2007;MASD;BICN
16/11/2007;EKON;BBBA
22/11/2007;BBIJ;BDIN
12/11/2007;BNIN;AGTB
07/12/2007;DJAR;BRIN
28/12/2007;LIPB;CENA
12/12/2007;LMAN;BNIN
29/11/2007;BRIN;LIPB
14/12/2007;PINB;MEGA
14/12/2007;BNIN;PDJT
11/10/2007;GNES;BNIA
04/10/2007;HAIN;CENA
06/11/2007;SCBL;IBBK
13/12/2007;EKON;BTAN
01/10/2007;BDIN;BIDX
04/10/2007;MEDH;BBIJ
29/10/2007;HAGA;BMRI
07/12/2007;BBBA;BNIA
26/10/2007;SUNI;RABO
30/11/2007;CTCB;BNIN
19/12/2007;CITI;NISP
05/12/2007;BMRI;BUST
17/12/2007;BBAI;PINB
13/11/2007;INPB;HAGA
21/12/2007;BRIN;CICT
21/11/2007;CTCB;BPIA
21/11/2007;INPB;ATJS
22/11/2007;PDRI;IBBK
09/10/2007;PDJB;PDYK
19/11/2007;CNBA;BMRI
05/11/2007;BOTK;SCBL
13/11/2007;CENA;BMRI
03/12/2007;PDLP;ATJS
08/10/2007;BDIP;BDIN
03/12/2007;HSBC;ATJS
23/11/2007;SYBT;BUMI
30/11/2007;BMRI;BDIN
04/12/2007;HAGA;ATJS
30/11/2007;BRIN;PDKT
01/10/2007;BBUK;HSBC
16/11/2007;SCBL;DBSB
05/10/2007;MEGA;BUMI
10/12/2007;CENA;MAYO
08/11/2007;DEUT;BBBA
03/12/2007;CENA;ARTG
11/12/2007;BMRI;PDAC
11/12/2007;PDNB;ATJS
05/10/2007;IBBK;BMRI
06/12/2007;PDJG;MEGA
22/10/2007;HVBK;CENA
05/10/2007;PDIJ;BBUK
05/12/2007;BMRI;PDAC
17/10/2007;EKON;DEUT
18/12/2007;BOTK;CITI
13/11/2007;IBBK;GNES
17/12/2007;SWBA;ATJS
06/11/2007;PDML;ARTG
08/11/2007;PDYK;TAPE
26/11/2007;PDNB;BMRI
29/10/2007;BNIN;BEXI
22/11/2007;ATJS;DEUT
04/10/2007;BBAI;BMRI
29/11/2007;BDIN;MEGA
30/10/2007;PDKT;CENA
22/11/2007;ROYB;AEIB
15/11/2007;BNIN;CICT
01/10/2007;BRIN;HRDA
19/11/2007;PDKS;BRIN
07/11/2007;ARTG;ANTD
08/11/2007;BMRI;BUMI
26/10/2007;VICT;BBIJ
05/11/2007;DBSB;CITI
21/12/2007;CHAS;BMRI
27/11/2007;BBBA;HAIN
05/11/2007;CHAS;BKCH
02/11/2007;CENA;MEGA
17/12/2007;BNIA;CITI
29/11/2007;SCBL;BOTK
29/10/2007;HSBC;BNIA
03/12/2007;BDIN;PDKT
13/12/2007;ARNK;BMRI
08/11/2007;MEGA;ARTG
05/10/2007;BBUK;BMRI
14/12/2007;DBSB;BPIA
14/11/2007;CHAS;BRIN
07/11/2007;BTAN;MUAB
07/11/2007;SCBL;AWAN
05/12/2007;BNIN;ATJS
18/10/2007;DBSB;BNIN
28/12/2007;BTAN;BRIN
25/10/2007;EKON;MASB
27/12/2007;BDIN;PDJG
11/12/2007;SDOB;BBUK
29/11/2007;NISP;ARNK
18/12/2007;BDIN;PDML
29/11/2007;BICN;BDIN
18/12/2007;PDNB;BTAN
17/12/2007;BMRI;BNIN
19/12/2007;HSBC;CENA
05/12/2007;RABO;SCBL
17/10/2007;BUTG;BNIN
15/11/2007;BBBA;HSBC
29/11/2007;PDSU;SYSU
11/12/2007;MEGA;IBBK
19/10/2007;SCBL;CICT
29/11/2007;OCBC;BDIN
12/12/2007;BRIN;MEGA
26/11/2007;BNIN;PDKT
22/10/2007;BBAI;BBUK
31/10/2007;ATJS;MAYA
20/11/2007;BHAG;ARNK
26/12/2007;BMRI;DEUT
10/12/2007;OCBC;MEGA
02/10/2007;BRIN;SYAC
10/12/2007;CITI;AGTB
03/10/2007;BBIJ;DEUT
24/12/2007;PDKG;BRIN
11/12/2007;PDRI;SYBB
08/11/2007;MEGA;PINB
13/12/2007;SCBL;NISP
02/10/2007;BNIA;DEUT
05/12/2007;BOFA;BNIA
21/11/2007;BRIN;PDYK
14/11/2007;PDJT;BBIJ
26/12/2007;BSSP;PDSU
06/11/2007;CENA;LMAN
03/12/2007;BRIN;PDAC
03/12/2007;SYDK;DEUT
04/10/2007;FUJI;HSBC
02/10/2007;PDWR;ATJS
03/10/2007;NISP;BNIA
11/12/2007;IBBK;CITI
03/10/2007;PDSU;ATJS
05/12/2007;BSMD;NISP
24/10/2007;NISP;BNIN
27/12/2007;MEGA;BARC
17/12/2007;IDMO;AWAN
11/12/2007;ATJS;AGTB
29/10/2007;BIDX;BDIN
12/11/2007;CENA;CNBA
27/12/2007;BBBA;HAIN
05/12/2007;ATOS;ATJS
12/11/2007;PINB;BEXI
10/10/2007;PDBK;BSSP
30/11/2007;PDLP;CENA
30/11/2007;ABAL;CENA
26/10/2007;BNIN;BSMD
26/12/2007;BRIN;PDJT
12/11/2007;PDSU;LIPB
27/12/2007;DEUT;PINB
17/10/2007;KSEB;HMOB
08/10/2007;PDRI;BNIN
23/10/2007;MUAB;BMRI
17/12/2007;BDKI;BMRI
14/12/2007;CITI;PDNB
12/12/2007;BCIA;IBBK
30/11/2007;IBBK;BNIA
16/11/2007;HSBC;DEUT
10/12/2007;IBBK;DEUT
29/11/2007;HRDA;NISP
01/11/2007;PDIJ;PDML
24/12/2007;BOTK;SITB
11/10/2007;BDIN;SYBD
31/10/2007;AWAN;SCBL
10/12/2007;BARC;HAGA
04/10/2007;MAYA;AGTB
05/11/2007;PDIJ;BBBA
18/12/2007;PDJT;BNIN
05/12/2007;CITI;BBIJ
07/11/2007;SDOB;BBUK
24/12/2007;BTAN;ARTG
02/10/2007;SWBA;LIPB
12/12/2007;BRIN;BDKI
10/12/2007;CITI;ANZB
04/12/2007;JSAB;NUPA
28/11/2007;PDWR;BNIN
29/11/2007;VICT;MEGA
28/11/2007;BMRI;SUNI
26/10/2007;BRIN;ARTG
05/10/2007;BBIJ;BBAI
12/11/2007;DBSB;HSBC
08/11/2007;IBBK;CITI
06/11/2007;PDYK;CENA
28/12/2007;BBBA;BNIA
21/12/2007;MASD;IBBK
20/11/2007;BRIN;PDAC
09/11/2007;SITB;MAYA
24/10/2007;ANZB;CITI
28/12/2007;SUNI;BNIN
11/12/2007;DEUT;BICN
19/12/2007;TAPE;BRIN
23/10/2007;EKON;BBUK
19/10/2007;EKON;LIPB
19/11/2007;MCOR;CHAS
29/10/2007;HSBC;OCBC
25/10/2007;ANZB;BDIN
05/11/2007;BMRI;PDWU
21/12/2007;LIPB;BICN
12/11/2007;BRIN;ABAL
28/11/2007;PDJB;CENA
18/10/2007;ARTG;BPIA
10/10/2007;IBBK;MEDH
23/11/2007;BBBA;LIPB
22/10/2007;BMRI;SUNI
11/12/2007;PDRI;PDLP
26/10/2007;EKON;IDMO
16/11/2007;RABO;BMRI
18/12/2007;HAGA;ATJS
17/10/2007;BBIJ;PINB
18/12/2007;ATJS;BNIN
15/11/2007;BDIN;BNPA
02/11/2007;PINB;BOTK
09/10/2007;BMRI;PDSU
29/10/2007;EKON;BBBA
04/10/2007;PINB;NISP
10/12/2007;CITI;CHAS
01/11/2007;BDKI;SYWS
08/11/2007;BBUK;ANZB
09/10/2007;PDJB;BBBA
06/12/2007;IBBK;BOTK
14/12/2007;FUJI;DEUT
22/10/2007;PINB;DEUT
06/12/2007;SITB;BICN
30/10/2007;PDRI;BNIN
09/10/2007;CTCB;BBBA
05/10/2007;BDKI;BNIA
21/12/2007;JSAB;LIPB
02/10/2007;SCBL;BKKB
17/12/2007;BNIN;GNES
07/11/2007;HAIN;EKON
29/10/2007;SCBL;SUNI
26/12/2007;MAYA;LIPB
22/10/2007;PDKG;BNIN
06/11/2007;ANZB;BOTK
19/11/2007;MASD;IBBK
14/12/2007;BPIA;NUPA
28/11/2007;CENA;BKKB
10/12/2007;LIPB;OCBC
13/12/2007;CICT;ABNA
01/10/2007;BUMI;BNIA
19/11/2007;ATJS;SYWS
14/11/2007;AWAN;BBIJ
12/11/2007;BCIA;CENA
08/11/2007;GNES;LIPB
10/12/2007;BNIA;LIPB
26/10/2007;FUJI;BNIN
08/11/2007;BBBA;ARNK
02/11/2007;PDAC;SYBD
22/11/2007;BRIN;BTAN
22/10/2007;BDKI;BNIN
17/12/2007;CENA;BICN
14/12/2007;BBBA;BNPA
17/10/2007;BRIN;BHAG
06/11/2007;WIKE;VICT
24/10/2007;BNIA;AWAN
18/12/2007;BRIN;PDJB
06/12/2007;BMRI;KOEX
14/12/2007;IBBK;BNIA
31/10/2007;BNIN;MEDH
07/11/2007;BNIN;PDKG
11/10/2007;BNIN;HSBC
11/10/2007;GNES;BBIJ
04/12/2007;GNES;CENA
13/11/2007;HSBC;CHAS
20/11/2007;BNIN;MEGA
04/10/2007;BSMD;BBBA
06/12/2007;BRIN;BSMD
19/11/2007;BMRI;AWAN
02/10/2007;CHAS;CENA
10/12/2007;CENA;ABAL
31/10/2007;DBSB;HSBC
27/12/2007;EKON;CENA
29/10/2007;TAPE;BBUK
01/11/2007;BNIN;PDWG
23/10/2007;CENA;NISP
08/10/2007;BBIJ;CITI
31/10/2007;ATJS;BBBA
23/11/2007;IBBK;BRIN
03/12/2007;CHAS;BBIJ
01/10/2007;BMRI;IBBK
28/12/2007;BTAN;CENA
11/10/2007;PDYK;HAGA
13/12/2007;CENA;BNPA
05/10/2007;PDKT;ATJS
07/12/2007;BOTK;ANZB
04/12/2007;BMRI;MAYA
12/12/2007;HVBK;CICT
03/12/2007;SYBD;SYBB
10/12/2007;BNIA;MASD
26/10/2007;ANZB;LOMA
07/11/2007;BRIN;BBIJ
23/10/2007;BDIP;IBBK
27/11/2007;BKKB;LIPB
04/10/2007;PDLP;BRIN
09/11/2007;IBBK;PDJT
27/12/2007;BICN;MEGA
15/11/2007;BMRI;PDJM
23/10/2007;BRIN;SCBL
27/12/2007;PDJG;IBBK
20/11/2007;TAPE;BBUK
12/12/2007;BDIN;CHAS
24/12/2007;PDKB;EKON
21/11/2007;DEUT;PINB
10/12/2007;BSMD;BIDX
30/11/2007;CENA;SYNA
08/11/2007;EKON;BRIN
22/11/2007;PDSU;PINB
26/11/2007;PDWR;BMRI
13/12/2007;BNIN;DJAR
02/10/2007;PDLP;OCBC
07/12/2007;BMRI;SITB
09/10/2007;BBIJ;BTAN
22/11/2007;CENA;EKON
30/10/2007;ABAL;BNIN
01/11/2007;BNIN;IBBK
16/11/2007;BRIN;DEUT
12/11/2007;PDWG;BRIN
28/12/2007;CNBA;SCBL
02/10/2007;BNIN;SWBA
30/11/2007;SCBL;BBBA
13/11/2007;BDIN;BTAN
27/12/2007;PDIJ;PDML
30/10/2007;BDIN;BTAN
02/10/2007;ANZB;BMRI
13/11/2007;GNES;EKON
22/11/2007;CICT;ARNK
14/11/2007;SWAG;VICT
09/11/2007;CENA;PDRI
18/10/2007;SUNI;BNIN
01/11/2007;CITI;BNIN
29/11/2007;SCBL;BDIN
22/11/2007;SYDK;LIPB
01/10/2007;MEGA;MAYO
28/12/2007;AEIB;IBBK
13/12/2007;CTCB;BKKB
14/12/2007;BOTK;LIPB
22/11/2007;PINB;MEGA
02/11/2007;SDOB;BUMI
20/11/2007;CNBA;BNIA
29/10/2007;PDKB;BNIN
09/10/2007;MCOR;MEGA
05/10/2007;PDBK;BRIN
26/11/2007;BDIN;PDJT
24/10/2007;PDAC;BRIN
07/11/2007;BDIN;TAPE
29/11/2007;ARTG;SUNI
28/11/2007;PDJT;LOMA
13/11/2007;BDIN;SCBL
18/10/2007;DBSB;SCBL
09/10/2007;BBIJ;BDKI
17/10/2007;BNIA;ANZB
21/12/2007;ABNA;BSDR
27/12/2007;BICN;CNBA
16/11/2007;BMRI;AGSS
03/10/2007;BICN;ATJS
28/12/2007;BBBA;BNIN
20/11/2007;BICN;EKON
15/11/2007;BSMD;BDKI
17/12/2007;DEUT;BBBA
30/10/2007;BBUK;PINB
28/11/2007;PINB;BICN
26/12/2007;MEGA;BBIJ
03/10/2007;DBSB;BNIN
21/12/2007;BNIA;BSMD
05/11/2007;BNIN;NISP
23/10/2007;RABO;MEGA
02/10/2007;BBAI;BNIA
24/10/2007;MAYA;CENA
30/10/2007;MEGA;BBBA
24/10/2007;PDAC;SYDK
03/12/2007;DEUT;SCBL
30/11/2007;IBBK;BNIA
08/10/2007;MEGA;BSSP
14/11/2007;CNBA;CENA
09/10/2007;PDJG;CITI
06/12/2007;SYNA;CENA
20/11/2007;SITB;IDMO
23/11/2007;BUMI;MEGA
17/12/2007;BICN;BBIJ
09/11/2007;CICT;SCBL
27/12/2007;TAPE;BTAN
23/11/2007;HSBC;BUMI
22/11/2007;BOTK;CHAS
10/12/2007;PDAC;CITI
23/10/2007;DEUT;ANZB
23/10/2007;GNES;BBIJ
28/11/2007;BMRI;BTAN
30/11/2007;PDYK;BNIN
30/11/2007;BMRI;MCOR
10/10/2007;BMRI;PINB
08/10/2007;SYWS;PDKT
19/12/2007;YUDB;CENA
10/10/2007;BDIN;BSDR
09/11/2007;CENA;BBUK
01/11/2007;MUAB;BBUK
19/11/2007;BNIN;MEGA
08/10/2007;BBBA;SCBL
30/11/2007;BBUK;PDJB
24/10/2007;SUNI;AEIB
20/11/2007;BMRI;BNIN
14/12/2007;DBSB;SCBL
31/10/2007;ANTD;HRDA
24/10/2007;BBBA;BDIN
05/12/2007;HRDA;PINB
26/12/2007;CITI;BBBA
29/11/2007;IBBK;BIDX
08/10/2007;AGSS;DEUT
10/12/2007;PDJT;BTAN
05/11/2007;TAPE;LIPB
09/11/2007;BOTK;BDKI
15/11/2007;BMRI;PDJB
11/12/2007;EKON;IBBK
04/12/2007;ARTG;BMRI
07/12/2007;MAYO;HAGA
13/12/2007;AWAN;BMRI
12/12/2007;EKON;AEIB
06/11/2007;BBUK;BBBA
11/10/2007;PDJB;BMRI
21/11/2007;LIPB;PDKB
04/10/2007;ABNA;BKKB
14/12/2007;BMRI;CENA
31/10/2007;BMRI;ABNA
26/11/2007;PDSU;BNIA
22/11/2007;BNIA;PDJG
06/12/2007;BMRI;PDBK
04/10/2007;HAGA;GNES
16/11/2007;GNES;BNIA
24/10/2007;PDJG;BRIN
04/12/2007;SWBA;BMRI
03/10/2007;SCBL;BNIN
03/10/2007;AGTB;IBBK
13/12/2007;CTCB;MEGA
04/12/2007;BOFA;BSMD
28/11/2007;BRIN;CITI
26/12/2007;LIPB;AGTB
28/12/2007;SWBA;PINB
21/12/2007;CENA;PDML
19/12/2007;PDJT;BRIN
29/11/2007;ANZB;BMRI
