date;source;target
10/10/2007;PDKT;BTAN
09/10/2007;PDSB;BDIN
27/11/2007;IBBK;ARTG
01/11/2007;CICT;BBAI
07/11/2007;HSBC;CENA
26/10/2007;CTCB;BNPA
15/11/2007;ATJS;AGTB
26/11/2007;BDIN;HVBK
03/10/2007;HAGA;BNIA
23/10/2007;IBBK;BBUK
30/10/2007;BRIN;SCBL
07/12/2007;ATOS;EKON
08/11/2007;CITI;PDKT
11/10/2007;BNIA;SITB
12/12/2007;BNIN;PINB
11/10/2007;BMRI;PINB
23/10/2007;CENA;ARNK
16/11/2007;BTAN;CHAS
24/10/2007;MAYA;BBUK
30/10/2007;IBBK;BPIA
08/11/2007;YUDB;BSDR
22/10/2007;OCBC;BBIJ
19/12/2007;CNBA;BRIN
22/11/2007;HAGA;CTCB
06/12/2007;MEEK;BDIN
11/12/2007;BDIN;SITB
10/10/2007;CTCB;RABO
02/10/2007;BBIJ;BMRI
02/10/2007;SWBA;BNIN
28/12/2007;BRIN;BDKI
16/11/2007;PINB;BBBA
10/10/2007;ARTG;MEGA
11/10/2007;PDAC;BNIN
01/11/2007;BNIA;MUAB
28/11/2007;ABNA;DEUT
01/10/2007;BMRI;SUNI
25/10/2007;BMRI;AWAN
23/10/2007;PINB;BDIN
08/10/2007;BRIN;HAGA
01/10/2007;NUPA;BICN
08/11/2007;LIPB;CTCB
31/10/2007;BMRI;BUMI
19/12/2007;MEGA;CICT
17/12/2007;BUMI;BMRI
29/11/2007;NUPA;BMRI
28/11/2007;INPB;BMRI
26/12/2007;BBIJ;BNIA
08/11/2007;BBUK;PDSB
28/11/2007;BRIN;PDWG
06/12/2007;MEGA;NISP
14/12/2007;MEGA;NUPA
03/10/2007;GNES;ATJS
27/12/2007;ABAL;CENA
30/10/2007;BDKI;ATJS
26/10/2007;ABAL;BMRI
14/11/2007;PDJG;NISP
26/11/2007;NISP;IBBK
14/11/2007;LIPB;PINB
21/11/2007;DBSB;BBIJ
29/11/2007;SCBL;CHAS
27/11/2007;AGSS;HSBC
17/12/2007;PDJB;PINB
23/11/2007;VICT;HRDA
07/12/2007;SCBL;BNIN
29/10/2007;BRIN;BSMD
15/11/2007;BMRI;NISP
05/12/2007;CENA;BSSP
09/11/2007;DEUT;CENA
19/10/2007;BNPA;ABNA
02/11/2007;BNIN;HAGA
19/12/2007;BBBA;BRIN
29/10/2007;SITB;IBBK
27/12/2007;CENA;LOMA
24/10/2007;PDKT;BNIA
23/11/2007;CITI;BOFA
24/12/2007;BMRI;BSMD
10/12/2007;BNPA;DBSB
24/12/2007;BNIN;BUMI
16/11/2007;ANZB;BNIA
16/11/2007;MEGA;SCBL
29/11/2007;CENA;PDAC
01/10/2007;MUAB;PDSB
17/12/2007;MUAB;MEGA
04/10/2007;HAIN;BMRI
07/12/2007;BICN;ABNA
08/11/2007;HSBC;ABNA
03/12/2007;ABNA;BBBA
30/10/2007;DEUT;BBBA
02/10/2007;BNIN;IBBK
17/12/2007;BBIJ;NISP
10/12/2007;CENA;SITB
20/11/2007;BMRI;BOTK
19/10/2007;BBIJ;LIPB
22/10/2007;BBAI;BNIN
29/10/2007;MEGA;TAPE
02/10/2007;DEUT;BOTK
29/10/2007;CICT;CENA
05/11/2007;RABO;HSBC
04/10/2007;PDLP;BMRI
15/11/2007;BDIN;NUPA
02/10/2007;JSAB;BRIN
26/10/2007;BBIJ;PINB
01/10/2007;NUPA;JSAB
03/10/2007;CNBA;BDIN
01/10/2007;MAYA;PDIJ
08/10/2007;MEGA;PMAS
10/10/2007;MAYA;HNBN
17/12/2007;FUJI;ARTG
23/10/2007;PDJB;IBBK
05/10/2007;IBBK;DBSB
04/12/2007;HSBC;IBBK
03/10/2007;BMRI;HAGA
26/11/2007;DBSB;CENA
10/10/2007;BRIN;BOTK
24/10/2007;BNIN;LOMA
27/12/2007;BBIJ;DBSB
08/10/2007;BNIA;NUPA
08/11/2007;SITB;BDIN
10/12/2007;BDIN;DBSB
01/11/2007;PDSU;SYWS
01/10/2007;BNIN;IBBK
03/10/2007;EKON;MAYA
28/11/2007;BOFA;MEGA
01/11/2007;BNIN;PDJG
31/10/2007;PDYK;IBBK
17/10/2007;SUNI;BMRI
04/12/2007;ANZB;BBBA
02/11/2007;HVBK;BBIJ
31/10/2007;NISP;SITB
24/12/2007;LIPB;BNIN
27/11/2007;CITI;LIPB
28/11/2007;LIPB;DBSB
07/12/2007;SYBD;SYBB
28/12/2007;BRIN;BMRI
07/12/2007;MEDH;CENA
26/11/2007;BSSP;PDJG
02/10/2007;VICT;BCIA
17/12/2007;CTCB;BRIN
17/10/2007;BMRI;PDJT
17/12/2007;AGSS;CENA
29/11/2007;ATJS;PDKG
23/10/2007;IBBK;PINB
27/11/2007;BSMD;DEUT
09/10/2007;BCIA;BIDX
18/12/2007;BSMD;PINB
03/12/2007;SIHB;ABAL
22/11/2007;BRIN;DBSB
07/12/2007;BRIN;ABAL
24/12/2007;SCBL;MEGA
29/11/2007;BRIN;BDKI
18/12/2007;DEUT;MEGA
05/12/2007;BSMD;PINB
09/11/2007;CENA;CICT
22/11/2007;CENA;AWAN
04/10/2007;BBUK;SYBT
02/11/2007;SCBL;HSBC
22/10/2007;SITB;PDRI
19/11/2007;BNIN;EKON
01/11/2007;INDI;AGTB
28/11/2007;MAYO;BBBA
01/11/2007;SCBL;SITB
18/12/2007;BRIN;PDKT
02/10/2007;BNIA;EKON
29/10/2007;BSDR;BMRI
08/11/2007;HAGA;DEUT
20/11/2007;BNIA;LIPB
14/12/2007;BNIN;BRIN
11/12/2007;BBIJ;BRIN
28/11/2007;IBBK;BNPA
12/11/2007;BTAN;BBBA
06/12/2007;HSBC;SYHS
05/11/2007;BNIA;DEUT
26/11/2007;PDKB;BNIN
30/11/2007;SYWS;PDJG
15/11/2007;HAIN;OCBC
06/11/2007;YUDB;KSEB
19/12/2007;BNIN;PDWU
22/10/2007;INPB;BBBA
02/11/2007;BDKI;EKON
12/11/2007;VICT;MGAB
07/12/2007;CITI;SCBL
17/12/2007;MEDH;NISP
11/12/2007;HAGA;PDLP
12/12/2007;PINB;PDYK
11/12/2007;CHAS;HSBC
14/12/2007;MEDH;CHAS
10/12/2007;PDLP;PDJB
08/11/2007;CENA;PDKB
01/11/2007;PINB;DBSB
15/11/2007;ARNK;LIPB
09/11/2007;BMRI;PDML
19/12/2007;EKON;PINB
02/11/2007;BBUK;DBSB
27/11/2007;PDKS;BNIN
06/12/2007;SCBL;DEUT
07/12/2007;ABNA;DJAR
14/12/2007;CENA;HMOB
05/12/2007;BDKI;HAGA
13/12/2007;BMRI;LIPB
26/10/2007;MEDH;BNIA
14/11/2007;BNIN;BSDR
10/10/2007;PDLP;EKON
09/11/2007;SYWS;MUAB
02/11/2007;IBBK;EKON
17/12/2007;BMRI;BDIN
19/10/2007;IBBK;LIPB
05/11/2007;BICN;LOMA
24/10/2007;BHAG;BNIA
11/10/2007;ABNA;ATJS
07/12/2007;KSEB;BSMD
07/11/2007;BDIN;NUPA
09/10/2007;BSDR;BMRI
18/12/2007;DEUT;BUTG
28/12/2007;BRIN;MASD
09/10/2007;BNIA;CICT
05/10/2007;HVBK;CENA
27/12/2007;PINB;BNIA
13/11/2007;CENA;CITI
23/11/2007;CITI;ABNA
02/10/2007;CENA;INDI
29/10/2007;IDMO;BBUK
21/12/2007;PDRI;BBUK
11/12/2007;MEGA;BDIN
26/10/2007;CENA;LIPB
19/12/2007;ATJS;PINB
22/11/2007;ANTD;BBBA
03/12/2007;PDAC;BRIN
24/12/2007;DBSB;RABO
02/11/2007;SYNA;BMRI
19/11/2007;PDJM;BNIN
03/10/2007;CITI;AWAN
20/11/2007;SCBL;CENA
26/11/2007;IBBK;PINB
20/11/2007;BBUK;MEGA
02/10/2007;BSSP;BNIN
19/12/2007;BBIJ;ATOS
26/12/2007;BRIN;PDNT
28/11/2007;BBIJ;BDKI
11/10/2007;ABAL;MEGA
02/10/2007;BDKI;BNIN
02/10/2007;BCIA;PINB
29/11/2007;TAPE;IDMO
19/11/2007;OCBC;CITI
09/10/2007;BRIN;MUAB
27/12/2007;SCBL;BMRI
13/12/2007;LIPB;DEUT
28/11/2007;SWBA;IBBK
13/11/2007;BNIN;BBIJ
16/11/2007;EKON;MEDH
07/12/2007;INPB;BMRI
26/11/2007;CENA;ATOS
22/10/2007;ANZB;BBUK
23/11/2007;BOTK;BNIN
31/10/2007;LIPB;BRIN
21/12/2007;BIDX;BDIN
11/10/2007;BNIN;NISP
15/11/2007;PDRI;NISP
03/12/2007;BBUK;BNIA
10/10/2007;BMRI;SYBR
14/11/2007;PDKB;BRIN
09/11/2007;BBIJ;ARTG
05/12/2007;BOFA;SCBL
10/10/2007;CICT;MEGA
17/12/2007;BNIN;SYWS
03/10/2007;MUAB;BUMI
31/10/2007;CTCB;MEGA
27/11/2007;RABO;BNPA
24/12/2007;BPIA;BNIA
03/10/2007;BDIN;BPIA
11/12/2007;BUMI;EKON
17/12/2007;LIPB;MEDH
23/11/2007;BMRI;PDAC
11/10/2007;JSAB;CENA
22/11/2007;SYWS;BDIN
26/10/2007;RABO;SCBL
26/11/2007;BMRI;BNIA
02/11/2007;BBIJ;BBIJ
11/10/2007;TAPE;PINB
10/10/2007;EKON;PINB
11/12/2007;CENA;RABO
17/12/2007;BBUK;PDRI
16/11/2007;BNPA;BBBA
18/10/2007;PDSU;IBBK
21/12/2007;BBBA;EKON
04/10/2007;CITI;DEUT
23/11/2007;BNIA;BMRI
20/11/2007;LIPB;DBSB
16/11/2007;BMRI;BRIN
27/12/2007;BICN;ANZB
12/12/2007;SCBL;NISP
21/12/2007;ANTD;BNIA
11/12/2007;CENA;CENA
19/11/2007;PDKS;BBUK
24/10/2007;BNIA;TAPE
01/11/2007;BDKI;BTAN
24/10/2007;BARC;BMRI
05/12/2007;SUNI;BTAN
14/12/2007;IBBK;PDIJ
01/11/2007;NISP;CITI
19/11/2007;BDIN;DEUT
19/12/2007;INDI;CENA
19/11/2007;BDKI;PDKB
15/11/2007;BOTK;BNIA
07/11/2007;BRIN;CTCB
02/10/2007;BICN;BDIN
17/10/2007;ABNA;DBSB
09/11/2007;MEGA;BBUK
13/11/2007;PDJG;BMRI
08/11/2007;KSEB;CENA
23/10/2007;BNIN;NISP
04/10/2007;LIPB;BTAN
09/10/2007;DBSB;BNPA
29/10/2007;BNIN;CITI
09/11/2007;BBUK;ABAL
08/10/2007;SYWS;PDWG
18/10/2007;BOTK;CENA
14/11/2007;CITI;BTAN
06/12/2007;BMRI;INDI
12/12/2007;PDSB;BNIN
19/10/2007;BSDR;KSEB
16/11/2007;NISP;JSAB
01/10/2007;SCBL;BBBA
30/11/2007;NUPA;ABAL
02/10/2007;HSBC;EKON
06/12/2007;LIPB;CENA
18/12/2007;BSSP;PDJT
13/11/2007;MAYA;BCIA
04/12/2007;PDSU;BNIA
05/11/2007;PDJB;BSDR
29/10/2007;BRIN;PDLP
22/10/2007;CTCB;BICN
08/10/2007;IBBK;DBSB
01/10/2007;BRIN;PDKT
31/10/2007;BNIA;SCBL
02/10/2007;BBBA;EKON
08/10/2007;BDIN;GNES
21/11/2007;BNPA;IBBK
15/11/2007;BDIN;SCBL
09/11/2007;BIDX;CENA
09/11/2007;BMRI;BBUK
11/10/2007;BRIN;PDJT
02/10/2007;BNIN;CITI
06/12/2007;PDSB;CENA
17/12/2007;BTAN;LIPB
13/11/2007;SITB;BBBA
16/11/2007;BMRI;ARNK
19/12/2007;PDWU;BRIN
19/12/2007;CTCB;HSBC
26/11/2007;PMAS;IBBK
09/11/2007;BEXI;MEGA
09/10/2007;MEGA;SITB
06/11/2007;BMRI;PDKB
19/11/2007;PINB;BTAN
13/12/2007;PDAC;BDKI
07/12/2007;PDIJ;BNIN
22/10/2007;LIPB;JSAB
02/10/2007;MASB;CENA
11/12/2007;SYNA;CENA
07/12/2007;MAYO;CENA
20/11/2007;HVBK;CITI
03/10/2007;VICT;SWAG
01/10/2007;BBBA;PDWR
13/12/2007;PDYK;HAGA
09/10/2007;BSMD;BMRI
05/11/2007;AGTB;ARTG
06/11/2007;BUTG;BTAN
26/10/2007;BNIN;PDKT
29/10/2007;SYBD;CITI
13/12/2007;PINB;IBBK
13/11/2007;HSBC;BBUK
30/11/2007;SYWS;PDBK
09/11/2007;CENA;SYWS
13/11/2007;BRIN;CENA
24/10/2007;BSDR;BDKI
19/12/2007;PDSB;MEDH
18/10/2007;GNES;LIPB
21/12/2007;ATJS;PDJT
03/10/2007;BNIA;BMRI
06/11/2007;MAYO;BNIN
28/12/2007;AGSS;BMRI
18/12/2007;BMRI;PDLP
12/11/2007;BRIN;CITI
26/11/2007;CITI;CENA
17/12/2007;PDKT;EKON
05/11/2007;BPIA;LIPB
15/11/2007;PDSB;ATJS
11/12/2007;CENA;NISP
02/11/2007;BHAG;BBIJ
29/11/2007;DEUT;MEDH
17/10/2007;CENA;BMRI
24/12/2007;ATJS;PDKB
18/12/2007;BNIA;NISP
02/11/2007;BMRI;IBBK
26/10/2007;BMRI;INDI
20/11/2007;PDWU;BNIN
04/12/2007;PDSB;BBBA
11/12/2007;MEGA;PDRI
30/10/2007;BOTK;LIPB
05/11/2007;CENA;PDJG
19/12/2007;BHAG;BBUK
22/11/2007;BKKB;CENA
02/11/2007;ABAL;BBBA
13/12/2007;CENA;GNES
15/11/2007;BNIN;SCBL
10/12/2007;CITI;BICN
04/12/2007;DEUT;CENA
26/10/2007;CENA;JSAB
12/11/2007;LIPB;PINB
27/12/2007;GNES;BNIA
05/11/2007;BUMI;MEDH
29/11/2007;BSMD;BNIN
29/10/2007;BNIN;PDSU
01/11/2007;PDRI;BBBA
18/12/2007;HSBC;IDMO
09/10/2007;NISP;CENA
30/10/2007;BNIN;BUMI
05/10/2007;BNIN;ARTG
26/11/2007;MEGA;CITI
16/11/2007;CENA;NISP
14/11/2007;BMRI;BKKB
12/12/2007;BNIN;HAIN
24/10/2007;HSBC;ABNA
02/10/2007;BOTK;BNIN
30/10/2007;IBBK;ANTD
23/10/2007;SYWS;MUAB
11/12/2007;SYWS;MASD
28/11/2007;CENA;CITI
16/11/2007;BRIN;PDSB
27/11/2007;ANZB;BOFA
06/12/2007;HSBC;BNPA
19/12/2007;PDKB;ATJS
18/12/2007;BDIN;MASB
07/11/2007;PDBK;BDIN
23/10/2007;BDIP;EKST
07/11/2007;PINB;BNIN
09/11/2007;BSMD;ARTG
04/10/2007;BNIA;PDRI
18/12/2007;ABAL;PDJT
02/11/2007;BTAN;JSAB
06/11/2007;CHAS;BPIA
22/11/2007;PINB;HAGA
13/11/2007;BNIN;ARTG
14/12/2007;BUTG;BMRI
27/12/2007;BKKB;BNIA
01/10/2007;BDKI;PDBK
22/11/2007;BBIJ;BMRI
14/12/2007;BNIN;BEXI
27/11/2007;PINB;BBUK
14/12/2007;NISP;BEXI
09/11/2007;MAYA;VICT
19/10/2007;BBAI;BNIN
05/10/2007;SCBL;BMRI
06/12/2007;CITI;RABO
27/11/2007;PDJM;CICT
03/12/2007;BDKI;HAGA
29/10/2007;ABAL;BMRI
14/11/2007;PDAC;SYBD
19/11/2007;BRIN;BDIN
01/11/2007;BNIA;BBIJ
01/11/2007;CENA;NUPA
20/11/2007;CENA;SYBK
08/11/2007;SYAC;BNIN
19/12/2007;BBIJ;CENA
10/10/2007;BNIN;PDJB
28/12/2007;BMRI;INPB
26/10/2007;FUJI;CENA
23/10/2007;IBBK;BDIN
06/11/2007;BSDR;PDJB
12/12/2007;DEUT;HSBC
27/12/2007;PDRI;SITB
13/12/2007;MAYO;CENA
02/10/2007;BNIA;BARC
28/11/2007;GNES;SCBL
14/11/2007;ANZB;CHAS
10/12/2007;BBBA;BRIN
16/11/2007;DBSB;BNPA
28/11/2007;NUPA;DBSB
27/11/2007;IBBK;HAIN
11/12/2007;BUST;HSBC
19/12/2007;IBBK;BNIA
31/10/2007;BRIN;BBBA
06/11/2007;NISP;ABNA
19/11/2007;DBSB;BMRI
08/10/2007;MUAB;SYNA
01/11/2007;BMRI;AEIB
28/12/2007;BMRI;BBUK
06/12/2007;PINB;MCOR
07/11/2007;CENA;BDKI
21/11/2007;BNIA;BKKB
21/12/2007;PDSU;NISP
01/11/2007;ABNA;CICT
06/12/2007;BMRI;LIPB
13/12/2007;BRIN;PDSU
05/11/2007;ABNA;BOTK
30/11/2007;BRIN;DBSB
26/11/2007;BRIN;TAPE
25/10/2007;NISP;BRIN
07/11/2007;BNIN;CTCB
22/10/2007;PDAC;BDIN
09/11/2007;BBBA;CITI
23/11/2007;CENA;MAYO
22/10/2007;SCBL;HSBC
14/11/2007;LIPB;ABNA
12/12/2007;IBBK;SCBL
23/11/2007;ABNA;MEDH
19/12/2007;LIPB;NISP
12/12/2007;ABAL;PDAC
21/12/2007;BNIN;CHAS
19/11/2007;CENA;HSBC
10/10/2007;SYWS;PDKT
28/11/2007;CTCB;CITI
24/10/2007;BNIA;CENA
22/10/2007;BTAN;SCBL
23/11/2007;BMRI;BKCH
02/10/2007;BMRI;IDMO
27/12/2007;CENA;BOFA
14/12/2007;NISP;BTAN
09/11/2007;CITI;RABO
28/12/2007;PDYK;ATJS
08/11/2007;BOTK;HSBC
31/10/2007;LIPB;PDWU
29/11/2007;SUNI;MUAB
08/11/2007;CITI;VICT
30/11/2007;BBBA;BNIA
22/11/2007;CENA;BSDR
10/12/2007;SUNI;IBBK
19/12/2007;OCBC;BNIN
04/12/2007;BTAN;NISP
12/11/2007;IBBK;HSBC
19/11/2007;EKON;PDSB
19/12/2007;DEUT;CENA
15/11/2007;HAGA;GNES
26/12/2007;PDML;BDIN
09/11/2007;KSEB;BNIN
21/12/2007;BRIN;HSBC
27/12/2007;CENA;MUAB
10/10/2007;WIKE;BDIN
05/10/2007;BTAN;EKON
23/11/2007;DJAR;BMRI
10/10/2007;IBBK;CNBA
11/10/2007;PDAC;BNIA
10/10/2007;BBIJ;BTAN
27/12/2007;NISP;BRIN
23/11/2007;HAGA;IDMO
27/12/2007;DEUT;BRIN
30/10/2007;BMRI;PDJB
07/12/2007;CICT;BDIN
18/10/2007;NISP;BOTK
05/11/2007;MEDH;BMRI
02/10/2007;IBBK;PDKS
22/11/2007;ATJS;ABAL
19/11/2007;BBBA;SCBL
27/12/2007;BBBA;BOTK
26/10/2007;BRIN;EKON
26/12/2007;BRIN;MEGA
24/10/2007;CENA;CICT
07/11/2007;NUPA;CENA
18/10/2007;CENA;BNIA
27/11/2007;KOEX;BMRI
07/12/2007;BSMD;BDIN
26/12/2007;CENA;PDYK
31/10/2007;BSSP;PDRI
05/12/2007;FUJI;IBBK
08/10/2007;GNES;BBBA
26/11/2007;SWBA;AWAN
03/12/2007;BRIN;AEIB
04/12/2007;LIPB;HAGA
05/11/2007;PINB;BBIJ
18/12/2007;SYKS;BSMD
09/11/2007;BRIN;CENA
14/12/2007;JSAB;BHAG
08/11/2007;ARTG;BBIJ
14/12/2007;BNIN;PDRI
17/10/2007;PDKG;MUAB
30/11/2007;LIPB;DEUT
19/12/2007;IBBK;PDKT
14/11/2007;SCBL;ARTG
07/11/2007;BBAI;CENA
16/11/2007;BBUK;PDRI
18/10/2007;BBBA;LIPB
10/10/2007;BRIN;NISP
27/11/2007;BBUK;SDOB
11/12/2007;BBIJ;PDYK
27/11/2007;ARTG;BNIA
16/11/2007;LIPB;TAPE
12/12/2007;CENA;PDJT
02/10/2007;ABAL;ABNA
09/11/2007;SYBD;SYJB
26/11/2007;NISP;EKON
19/12/2007;CTCB;HAIN
25/10/2007;BMRI;SUNI
19/12/2007;PDKS;SYWS
26/12/2007;AGTB;AWAN
28/12/2007;ABAL;BDIN
04/10/2007;EKON;EKST
18/12/2007;BMRI;BBUK
22/10/2007;MEGA;BBIJ
19/11/2007;BBIJ;CITI
12/12/2007;HAGA;BIDX
19/11/2007;HSBC;CENA
22/11/2007;PDJG;MEGA
23/11/2007;MUAB;BRIN
12/12/2007;BBBA;BTAN
09/10/2007;MEGA;BNIN
06/11/2007;ATJS;PDNT
08/11/2007;BDIN;MASD
30/11/2007;ABNA;ANZB
21/11/2007;IBBK;BDIP
14/12/2007;SCBL;BBBA
21/12/2007;BRIN;PINB
06/12/2007;BOTK;ANZB
19/11/2007;PMAS;BIDX
26/12/2007;BBAI;NISP
17/10/2007;BOFA;BBIJ
31/10/2007;BBIJ;BICN
19/12/2007;BICN;BBBA
12/11/2007;DEUT;MCOR
19/12/2007;ARNK;HRDA
26/10/2007;BMRI;PMAS
28/11/2007;BDIN;PDIJ
13/11/2007;BDKI;BRIN
03/12/2007;CENA;PINB
19/12/2007;PINB;CENA
13/12/2007;WIKE;BBBA
28/12/2007;BMRI;BHAG
15/11/2007;SIHB;ABAL
21/12/2007;HSBC;BBBA
26/12/2007;DBSB;TAPE
24/10/2007;SYAC;BMRI
27/11/2007;BRIN;PDNT
26/10/2007;SYWS;PDJB
02/11/2007;SYWS;BNIN
25/10/2007;SYKT;CENA
05/10/2007;PDJG;MEGA
12/12/2007;DEUT;CHAS
01/11/2007;DBSB;IBBK
08/11/2007;BRIN;NISP
11/12/2007;BDIN;EKST
09/10/2007;ANZB;BMRI
24/10/2007;BNIA;PDBK
27/12/2007;BTAN;PDJT
11/12/2007;PDSB;ABAL
15/11/2007;SYJB;CENA
26/10/2007;ANZB;BBIJ
17/12/2007;BBBA;VICT
30/10/2007;PDJB;ARTG
12/12/2007;PDAC;PDJB
21/11/2007;RABO;BNIA
06/11/2007;EKON;CITI
08/10/2007;KOEX;BMRI
09/10/2007;CENA;BARC
18/12/2007;PDJT;BBIJ
29/11/2007;CENA;EKON
04/12/2007;BMRI;BBIJ
11/12/2007;BRIN;PDWU
21/11/2007;MEGA;PDJT
04/12/2007;NISP;BBBA
17/10/2007;ARTG;JSAB
28/11/2007;BNIN;SITB
23/10/2007;AEIB;BARC
17/10/2007;BBBA;CHAS
15/11/2007;BBBA;PDSU
19/10/2007;MAYA;BBBA
26/10/2007;BBUK;IBBK
08/11/2007;LIPB;BIDX
01/11/2007;NISP;BUMI
19/12/2007;ATJS;BMRI
15/11/2007;BRIN;PDAC
26/12/2007;ARNK;WIKE
24/10/2007;BIDX;YUDB
24/12/2007;PDSU;BNIN
30/10/2007;PDKB;BMRI
02/10/2007;BSMD;PINB
26/10/2007;HAGA;BMRI
27/12/2007;INPB;BMRI
13/11/2007;ATJS;BDKI
14/11/2007;BBIJ;BBIJ
07/11/2007;BRIN;PDJB
13/11/2007;BRIN;PDJB
08/11/2007;EKON;BBAI
08/10/2007;MEGA;BKKB
28/12/2007;CENA;CITI
05/12/2007;EKST;PINB
24/10/2007;SCBL;BPIA
18/10/2007;KSEB;PDJB
13/12/2007;PDJT;BBUK
05/12/2007;BNPA;HSBC
06/11/2007;BNIN;MCOR
29/10/2007;BDIN;CHAS
22/11/2007;PDJT;MUAB
02/11/2007;PDYK;BNIA
19/10/2007;BMRI;BSMD
19/11/2007;BRIN;CNBA
09/11/2007;DEUT;SYBK
30/10/2007;KSEB;BNIA
19/11/2007;BNIN;SYSS
23/11/2007;PDYK;BBUK
29/10/2007;BBIJ;ARTG
10/12/2007;BBUK;HSBC
10/12/2007;BRIN;EKON
29/11/2007;MCOR;LIPB
16/11/2007;CENA;BUMI
23/11/2007;ABNA;WIKE
12/12/2007;ABAL;BNIN
22/11/2007;BHAG;BDIN
27/12/2007;BSMD;BMRI
30/11/2007;SYBK;PDJG
10/10/2007;IDMO;BMRI
27/12/2007;BPIA;BBUK
25/10/2007;BDKI;BBUK
21/12/2007;BTAN;NISP
06/12/2007;AGTB;BMRI
30/10/2007;BCIA;BBBA
01/10/2007;BDIP;CENA
22/10/2007;ABNA;IBBK
27/11/2007;CENA;ABAL
21/12/2007;BRIN;PDAC
28/12/2007;BMRI;PINB
24/10/2007;BRIN;BNIA
01/10/2007;CENA;PDYK
25/10/2007;BNIN;ARTG
06/11/2007;LIPB;BRIN
06/12/2007;AWAN;DBSB
29/10/2007;CENA;BHAG
05/12/2007;SYWS;PDWR
24/10/2007;SCBL;CHAS
17/10/2007;ATJS;PDJM
07/11/2007;SWBA;ATJS
12/11/2007;DBSB;BDIN
27/11/2007;IBBK;NUPA
28/11/2007;BDIN;HAGA
20/11/2007;CENA;NUPA
30/11/2007;BNIA;SITB
10/12/2007;DBSB;ABNA
04/10/2007;BTAN;BMRI
04/12/2007;AEIB;SCBL
28/11/2007;BNIN;MUAB
09/11/2007;PINB;JSAB
21/12/2007;IBBK;CENA
27/11/2007;DEUT;PDSU
18/12/2007;BNIN;IBBK
12/11/2007;BMRI;BARC
24/10/2007;BDKI;EKON
28/12/2007;BBUK;BNIA
19/12/2007;BSDR;SCBL
09/10/2007;BDIP;MEDH
28/12/2007;PDSB;BBUK
08/11/2007;ABAL;CENA
19/11/2007;ANTD;LIPB
24/12/2007;PDRI;BSMD
02/11/2007;PDKT;BBIJ
05/10/2007;SYNA;SYKT
09/10/2007;BNIA;RABO
04/12/2007;BBIJ;HAGA
06/11/2007;CHAS;PDIJ
14/11/2007;SCBL;ARTG
05/12/2007;BNIN;BNIA
30/11/2007;NISP;BMRI
09/10/2007;HSBC;AEIB
26/11/2007;SITB;BBBA
30/10/2007;ABNA;EKON
05/11/2007;VICT;MGAB
26/12/2007;BRIN;CENA
10/12/2007;DEUT;BSMD
24/10/2007;CICT;CITI
30/10/2007;LOMA;ARNK
11/10/2007;BBIJ;BRIN
06/11/2007;SUNI;HSBC
31/10/2007;LIPB;AWAN
07/11/2007;MEGA;BDIN
16/11/2007;ABAL;MAYA
29/11/2007;BNIN;MAYA
02/11/2007;NISP;SCBL
09/10/2007;PINB;MASB
28/11/2007;HAGA;IBBK
04/12/2007;PINB;PDWU
11/12/2007;BBIJ;ROYB
27/11/2007;NISP;ANZB
29/11/2007;BNIN;BHAG
24/10/2007;BMRI;FUJI
18/12/2007;ROYB;MEEK
01/10/2007;SCBL;BRIN
16/11/2007;PDKT;BRIN
19/12/2007;ANZB;BRIN
10/12/2007;LIPB;BBUK
28/11/2007;ATOS;ATJS
13/12/2007;ABAL;CENA
07/11/2007;CITI;SITB
02/11/2007;CITI;INPB
29/11/2007;CENA;BBUK
03/12/2007;DBSB;IBBK
13/11/2007;PDWG;BMRI
28/12/2007;BBIJ;BOTK
08/10/2007;MAYO;VICT
17/10/2007;BBBA;BBIJ
06/11/2007;HVBK;LIPB
24/12/2007;DEUT;BCIA
17/10/2007;PDWU;BRIN
07/12/2007;FUJI;BOTK
21/11/2007;CENA;ANZB
08/11/2007;BNIN;BBBA
21/11/2007;RABO;CHAS
13/11/2007;PDIJ;BDIN
29/11/2007;CENA;SITB
05/12/2007;PDKT;BRIN
04/10/2007;CHAS;BNIA
07/11/2007;SITB;PINB
16/11/2007;BNIN;PDRI
03/12/2007;ARTG;BTAN
12/11/2007;BICN;ATJS
27/12/2007;NISP;NUPA
11/12/2007;BNIN;BDIP
19/12/2007;MAYA;BBBA
22/10/2007;BTAN;BIDX
24/12/2007;BOTK;BBIJ
24/12/2007;BSSP;PDBK
25/10/2007;LIPB;MAYA
21/11/2007;BMRI;DEUT
03/12/2007;BSDR;LIPB
01/10/2007;MEDH;BDIN
12/11/2007;IBBK;EKON
30/11/2007;LIPB;MEGA
23/10/2007;BDIN;IDMO
25/10/2007;EKON;IBBK
03/10/2007;BBIJ;PINB
05/12/2007;BIDX;EKON
16/11/2007;BBIJ;ATJS
16/11/2007;PDKT;BBBA
14/12/2007;LIPB;CHAS
06/12/2007;MEGA;DEUT
30/10/2007;AWAN;ABNA
04/10/2007;LIPB;BBIJ
09/10/2007;PDKG;PDJG
03/10/2007;BRIN;PDKT
27/11/2007;CENA;BBIJ
04/10/2007;ARTG;CICT
19/12/2007;PDNB;BMRI
04/12/2007;PDJM;PDSB
22/11/2007;SCBL;MAYA
